distrito,fecha,fecha_texto,precio_m2,precio_texto
Penacastillo - Nuevamontaña,2006-11-01,Noviembre 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-10-01,Octubre 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-09-01,Septiembre 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-08-01,Agosto 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-07-01,Julio 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-06-01,Junio 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-05-01,Mayo 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-04-01,Abril 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-03-01,Marzo 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-02-01,Febrero 2006,-,n.d.
Penacastillo - Nuevamontaña,2006-01-01,Enero 2006,-,n.d.
Puerto Chico,2025-10-01,Octubre 2025,4075.75,4.076 €/m2
Puerto Chico,2025-09-01,Septiembre 2025,3997.07,3.997 €/m2
Puerto Chico,2025-08-01,Agosto 2025,3852.22,3.852 €/m2
Puerto Chico,2025-07-01,Julio 2025,3707.37,3.707 €/m2
Puerto Chico,2025-06-01,Junio 2025,3708.61,3.709 €/m2
Puerto Chico,2025-05-01,Mayo 2025,3733.68,3.734 €/m2
Puerto Chico,2025-04-01,Abril 2025,3850.74,3.851 €/m2
Puerto Chico,2025-03-01,Marzo 2025,3885.79,3.886 €/m2
Puerto Chico,2025-02-01,Febrero 2025,3643.26,3.643 €/m2
Puerto Chico,2025-01-01,Enero 2025,3667.9,3.668 €/m2
Puerto Chico,2024-12-01,Diciembre 2024,3622.75,3.623 €/m2
Puerto Chico,2024-11-01,Noviembre 2024,3509.01,3.509 €/m2
Puerto Chico,2024-10-01,Octubre 2024,3439.14,3.439 €/m2
Puerto Chico,2024-09-01,Septiembre 2024,3442.36,3.442 €/m2
Puerto Chico,2024-08-01,Agosto 2024,3378.75,3.379 €/m2
Puerto Chico,2024-07-01,Julio 2024,3263.5,3.264 €/m2
Puerto Chico,2024-06-01,Junio 2024,3191.32,3.191 €/m2
Puerto Chico,2024-05-01,Mayo 2024,3191.18,3.191 €/m2
Puerto Chico,2024-04-01,Abril 2024,3009.66,3.010 €/m2
Puerto Chico,2024-03-01,Marzo 2024,3194.59,3.195 €/m2
Puerto Chico,2024-02-01,Febrero 2024,3193.46,3.193 €/m2
Puerto Chico,2024-01-01,Enero 2024,3192.32,3.192 €/m2
Puerto Chico,2023-12-01,Diciembre 2023,3422.45,3.422 €/m2
Puerto Chico,2023-11-01,Noviembre 2023,3477.69,3.478 €/m2
Puerto Chico,2023-10-01,Octubre 2023,3373.12,3.373 €/m2
Puerto Chico,2023-09-01,Septiembre 2023,3348.14,3.348 €/m2
Puerto Chico,2023-08-01,Agosto 2023,3373.17,3.373 €/m2
Puerto Chico,2023-07-01,Julio 2023,3297.07,3.297 €/m2
Puerto Chico,2023-06-01,Junio 2023,3220.97,3.221 €/m2
Puerto Chico,2023-05-01,Mayo 2023,3144.87,3.145 €/m2
Puerto Chico,2023-04-01,Abril 2023,2929.41,2.929 €/m2
Puerto Chico,2023-03-01,Marzo 2023,3016.19,3.016 €/m2
Puerto Chico,2023-02-01,Febrero 2023,2974.3,2.974 €/m2
Puerto Chico,2023-01-01,Enero 2023,2996.01,2.996 €/m2
Puerto Chico,2022-12-01,Diciembre 2022,2996.93,2.997 €/m2
Puerto Chico,2022-11-01,Noviembre 2022,2836.5,2.837 €/m2
Puerto Chico,2022-10-01,Octubre 2022,2831.49,2.831 €/m2
Puerto Chico,2022-09-01,Septiembre 2022,2883.79,2.884 €/m2
Puerto Chico,2022-08-01,Agosto 2022,2887,2.887 €/m2
Puerto Chico,2022-07-01,Julio 2022,2949.83,2.950 €/m2
Puerto Chico,2022-06-01,Junio 2022,2946.79,2.947 €/m2
Puerto Chico,2022-05-01,Mayo 2022,3071.51,3.072 €/m2
Puerto Chico,2022-04-01,Abril 2022,3018.41,3.018 €/m2
Puerto Chico,2022-03-01,Marzo 2022,2884.81,2.885 €/m2
Puerto Chico,2022-02-01,Febrero 2022,2938.98,2.939 €/m2
Puerto Chico,2022-01-01,Enero 2022,2882.64,2.883 €/m2
Puerto Chico,2021-12-01,Diciembre 2021,2881.1,2.881 €/m2
Puerto Chico,2021-11-01,Noviembre 2021,2939.82,2.940 €/m2
Puerto Chico,2021-10-01,Octubre 2021,2912.71,2.913 €/m2
Puerto Chico,2021-09-01,Septiembre 2021,2885.26,2.885 €/m2
Puerto Chico,2021-08-01,Agosto 2021,2822.07,2.822 €/m2
Puerto Chico,2021-07-01,Julio 2021,2706.44,2.706 €/m2
Puerto Chico,2021-06-01,Junio 2021,2709.93,2.710 €/m2
Puerto Chico,2021-05-01,Mayo 2021,2690.94,2.691 €/m2
Puerto Chico,2021-04-01,Abril 2021,2706.52,2.707 €/m2
Puerto Chico,2021-03-01,Marzo 2021,2683.84,2.684 €/m2
Puerto Chico,2021-02-01,Febrero 2021,2587.59,2.588 €/m2
Puerto Chico,2021-01-01,Enero 2021,2579.1,2.579 €/m2
Puerto Chico,2020-12-01,Diciembre 2020,2636.02,2.636 €/m2
Puerto Chico,2020-11-01,Noviembre 2020,2654.9,2.655 €/m2
Puerto Chico,2020-10-01,Octubre 2020,2656.34,2.656 €/m2
Puerto Chico,2020-09-01,Septiembre 2020,2576.42,2.576 €/m2
Puerto Chico,2020-08-01,Agosto 2020,2571.79,2.572 €/m2
Puerto Chico,2020-07-01,Julio 2020,2600.99,2.601 €/m2
Puerto Chico,2020-06-01,Junio 2020,2614.87,2.615 €/m2
Puerto Chico,2020-05-01,Mayo 2020,2632.65,2.633 €/m2
Puerto Chico,2020-04-01,Abril 2020,2555.15,2.555 €/m2
Puerto Chico,2020-03-01,Marzo 2020,2468.41,2.468 €/m2
Puerto Chico,2020-02-01,Febrero 2020,2481.49,2.481 €/m2
Puerto Chico,2020-01-01,Enero 2020,2416.78,2.417 €/m2
Puerto Chico,2019-12-01,Diciembre 2019,2421.91,2.422 €/m2
Puerto Chico,2019-11-01,Noviembre 2019,2415.49,2.415 €/m2
Puerto Chico,2019-10-01,Octubre 2019,2432.69,2.433 €/m2
Puerto Chico,2019-09-01,Septiembre 2019,2416.67,2.417 €/m2
Puerto Chico,2019-08-01,Agosto 2019,2417.36,2.417 €/m2
Puerto Chico,2019-07-01,Julio 2019,2383.11,2.383 €/m2
Puerto Chico,2019-06-01,Junio 2019,2383.01,2.383 €/m2
Puerto Chico,2019-05-01,Mayo 2019,2307.88,2.308 €/m2
Puerto Chico,2019-04-01,Abril 2019,2233.57,2.234 €/m2
Puerto Chico,2019-03-01,Marzo 2019,2245.7,2.246 €/m2
Puerto Chico,2019-02-01,Febrero 2019,2222.3,2.222 €/m2
Puerto Chico,2019-01-01,Enero 2019,2139.15,2.139 €/m2
Puerto Chico,2018-12-01,Diciembre 2018,2119.66,2.120 €/m2
Puerto Chico,2018-11-01,Noviembre 2018,2119.81,2.120 €/m2
Puerto Chico,2018-10-01,Octubre 2018,2170.06,2.170 €/m2
Puerto Chico,2018-09-01,Septiembre 2018,2166.82,2.167 €/m2
Puerto Chico,2018-08-01,Agosto 2018,2168.94,2.169 €/m2
Puerto Chico,2018-07-01,Julio 2018,2182.23,2.182 €/m2
Puerto Chico,2018-06-01,Junio 2018,2250.88,2.251 €/m2
Puerto Chico,2018-05-01,Mayo 2018,2258.35,2.258 €/m2
Puerto Chico,2018-04-01,Abril 2018,2219.51,2.220 €/m2
Puerto Chico,2018-03-01,Marzo 2018,2185.85,2.186 €/m2
Puerto Chico,2018-02-01,Febrero 2018,2210.74,2.211 €/m2
Puerto Chico,2018-01-01,Enero 2018,2183.22,2.183 €/m2
Puerto Chico,2017-12-01,Diciembre 2017,2242.5,2.243 €/m2
Puerto Chico,2017-11-01,Noviembre 2017,2241.7,2.242 €/m2
Puerto Chico,2017-10-01,Octubre 2017,2237.33,2.237 €/m2
Puerto Chico,2017-09-01,Septiembre 2017,2210.22,2.210 €/m2
Puerto Chico,2017-08-01,Agosto 2017,2183.05,2.183 €/m2
Puerto Chico,2017-07-01,Julio 2017,2195.23,2.195 €/m2
Puerto Chico,2017-06-01,Junio 2017,2241.3,2.241 €/m2
Puerto Chico,2017-05-01,Mayo 2017,2199.3,2.199 €/m2
Puerto Chico,2017-04-01,Abril 2017,2177.3,2.177 €/m2
Puerto Chico,2017-03-01,Marzo 2017,2180.84,2.181 €/m2
Puerto Chico,2017-02-01,Febrero 2017,2196.47,2.196 €/m2
Puerto Chico,2017-01-01,Enero 2017,2221.62,2.222 €/m2
Puerto Chico,2016-12-01,Diciembre 2016,2231.62,2.232 €/m2
Puerto Chico,2016-11-01,Noviembre 2016,2232.74,2.233 €/m2
Puerto Chico,2016-10-01,Octubre 2016,2228.54,2.229 €/m2
Puerto Chico,2016-09-01,Septiembre 2016,2210.79,2.211 €/m2
Puerto Chico,2016-08-01,Agosto 2016,2161.85,2.162 €/m2
Puerto Chico,2016-07-01,Julio 2016,2182.9,2.183 €/m2
Puerto Chico,2016-06-01,Junio 2016,2142.84,2.143 €/m2
Puerto Chico,2016-05-01,Mayo 2016,2104.61,2.105 €/m2
Puerto Chico,2016-04-01,Abril 2016,2119.2,2.119 €/m2
Puerto Chico,2016-03-01,Marzo 2016,2127.5,2.128 €/m2
Puerto Chico,2016-02-01,Febrero 2016,2161.52,2.162 €/m2
Puerto Chico,2016-01-01,Enero 2016,2197.42,2.197 €/m2
Puerto Chico,2015-12-01,Diciembre 2015,2178.25,2.178 €/m2
Puerto Chico,2015-11-01,Noviembre 2015,2178.23,2.178 €/m2
Puerto Chico,2015-10-01,Octubre 2015,2206.47,2.206 €/m2
Puerto Chico,2015-09-01,Septiembre 2015,2201.23,2.201 €/m2
Puerto Chico,2015-08-01,Agosto 2015,2201.38,2.201 €/m2
Puerto Chico,2015-07-01,Julio 2015,2272.3,2.272 €/m2
Puerto Chico,2015-06-01,Junio 2015,2202.45,2.202 €/m2
Puerto Chico,2015-05-01,Mayo 2015,2168.95,2.169 €/m2
Puerto Chico,2015-04-01,Abril 2015,2218.69,2.219 €/m2
Puerto Chico,2015-03-01,Marzo 2015,2275.96,2.276 €/m2
Puerto Chico,2015-02-01,Febrero 2015,2257.89,2.258 €/m2
Puerto Chico,2015-01-01,Enero 2015,2258.05,2.258 €/m2
Puerto Chico,2014-12-01,Diciembre 2014,2279.92,2.280 €/m2
Puerto Chico,2014-11-01,Noviembre 2014,2292.64,2.293 €/m2
Puerto Chico,2014-10-01,Octubre 2014,2288.85,2.289 €/m2
Puerto Chico,2014-09-01,Septiembre 2014,2325,2.325 €/m2
Puerto Chico,2014-08-01,Agosto 2014,2335.29,2.335 €/m2
Puerto Chico,2014-07-01,Julio 2014,2340.28,2.340 €/m2
Puerto Chico,2014-06-01,Junio 2014,2368.42,2.368 €/m2
Puerto Chico,2014-05-01,Mayo 2014,2352.94,2.353 €/m2
Puerto Chico,2014-04-01,Abril 2014,2388.89,2.389 €/m2
Puerto Chico,2014-03-01,Marzo 2014,2408.33,2.408 €/m2
Puerto Chico,2014-02-01,Febrero 2014,2454.22,2.454 €/m2
Puerto Chico,2014-01-01,Enero 2014,2420.31,2.420 €/m2
Puerto Chico,2013-12-01,Diciembre 2013,2367.82,2.368 €/m2
Puerto Chico,2013-11-01,Noviembre 2013,2352.38,2.352 €/m2
Puerto Chico,2013-10-01,Octubre 2013,2403.48,2.403 €/m2
Puerto Chico,2013-09-01,Septiembre 2013,2443.69,2.444 €/m2
Puerto Chico,2013-08-01,Agosto 2013,2443.72,2.444 €/m2
Puerto Chico,2013-07-01,Julio 2013,2460.78,2.461 €/m2
Puerto Chico,2013-06-01,Junio 2013,2493.41,2.493 €/m2
Puerto Chico,2013-05-01,Mayo 2013,2486.16,2.486 €/m2
Puerto Chico,2013-04-01,Abril 2013,2499.15,2.499 €/m2
Puerto Chico,2013-03-01,Marzo 2013,2531.98,2.532 €/m2
Puerto Chico,2013-02-01,Febrero 2013,2531.97,2.532 €/m2
Puerto Chico,2013-01-01,Enero 2013,2560.39,2.560 €/m2
Puerto Chico,2012-12-01,Diciembre 2012,2570.39,2.570 €/m2
Puerto Chico,2012-11-01,Noviembre 2012,2561.41,2.561 €/m2
Puerto Chico,2012-10-01,Octubre 2012,2650.36,2.650 €/m2
Puerto Chico,2012-09-01,Septiembre 2012,2569.18,2.569 €/m2
Puerto Chico,2012-08-01,Agosto 2012,2588.12,2.588 €/m2
Puerto Chico,2012-07-01,Julio 2012,2719.66,2.720 €/m2
Puerto Chico,2012-06-01,Junio 2012,2796.69,2.797 €/m2
Puerto Chico,2012-05-01,Mayo 2012,2803.27,2.803 €/m2
Puerto Chico,2012-04-01,Abril 2012,2809.37,2.809 €/m2
Puerto Chico,2012-03-01,Marzo 2012,2783.38,2.783 €/m2
Puerto Chico,2012-02-01,Febrero 2012,2746.44,2.746 €/m2
Puerto Chico,2012-01-01,Enero 2012,2765.83,2.766 €/m2
Puerto Chico,2011-12-01,Diciembre 2011,2796.66,2.797 €/m2
Puerto Chico,2011-11-01,Noviembre 2011,2819.98,2.820 €/m2
Puerto Chico,2011-10-01,Octubre 2011,2817.34,2.817 €/m2
Puerto Chico,2011-09-01,Septiembre 2011,2798.54,2.799 €/m2
Puerto Chico,2011-08-01,Agosto 2011,2788.23,2.788 €/m2
Puerto Chico,2011-07-01,Julio 2011,2763.93,2.764 €/m2
Puerto Chico,2011-06-01,Junio 2011,2786.95,2.787 €/m2
Puerto Chico,2011-05-01,Mayo 2011,2743.17,2.743 €/m2
Puerto Chico,2011-04-01,Abril 2011,2747.67,2.748 €/m2
Puerto Chico,2011-03-01,Marzo 2011,2763.17,2.763 €/m2
Puerto Chico,2011-02-01,Febrero 2011,2810.58,2.811 €/m2
Puerto Chico,2011-01-01,Enero 2011,2919.27,2.919 €/m2
Puerto Chico,2010-12-01,Diciembre 2010,3029.64,3.030 €/m2
Puerto Chico,2010-11-01,Noviembre 2010,2840.62,2.841 €/m2
Puerto Chico,2010-10-01,Octubre 2010,2974.31,2.974 €/m2
Puerto Chico,2010-09-01,Septiembre 2010,3006.97,3.007 €/m2
Puerto Chico,2010-08-01,Agosto 2010,2813.19,2.813 €/m2
Puerto Chico,2010-07-01,Julio 2010,2794.14,2.794 €/m2
Puerto Chico,2010-06-01,Junio 2010,2742.46,2.742 €/m2
Puerto Chico,2010-05-01,Mayo 2010,-,n.d.
Puerto Chico,2010-04-01,Abril 2010,-,n.d.
Puerto Chico,2010-03-01,Marzo 2010,-,n.d.
Puerto Chico,2010-02-01,Febrero 2010,-,n.d.
Puerto Chico,2010-01-01,Enero 2010,-,n.d.
Puerto Chico,2009-12-01,Diciembre 2009,-,n.d.
Puerto Chico,2009-11-01,Noviembre 2009,-,n.d.
Puerto Chico,2009-10-01,Octubre 2009,-,n.d.
Puerto Chico,2009-09-01,Septiembre 2009,-,n.d.
Puerto Chico,2009-08-01,Agosto 2009,-,n.d.
Puerto Chico,2009-07-01,Julio 2009,-,n.d.
Puerto Chico,2009-06-01,Junio 2009,-,n.d.
Puerto Chico,2009-05-01,Mayo 2009,-,n.d.
Puerto Chico,2009-04-01,Abril 2009,-,n.d.
Puerto Chico,2009-03-01,Marzo 2009,-,n.d.
Puerto Chico,2009-02-01,Febrero 2009,-,n.d.
Puerto Chico,2009-01-01,Enero 2009,-,n.d.
Puerto Chico,2008-12-01,Diciembre 2008,-,n.d.
Puerto Chico,2008-11-01,Noviembre 2008,-,n.d.
Puerto Chico,2008-10-01,Octubre 2008,-,n.d.
Puerto Chico,2008-09-01,Septiembre 2008,-,n.d.
Puerto Chico,2008-08-01,Agosto 2008,-,n.d.
Puerto Chico,2008-07-01,Julio 2008,-,n.d.
Puerto Chico,2008-06-01,Junio 2008,-,n.d.
Puerto Chico,2008-05-01,Mayo 2008,-,n.d.
Puerto Chico,2008-04-01,Abril 2008,-,n.d.
Puerto Chico,2008-03-01,Marzo 2008,-,n.d.
Puerto Chico,2008-02-01,Febrero 2008,-,n.d.
Puerto Chico,2008-01-01,Enero 2008,-,n.d.
Puerto Chico,2007-12-01,Diciembre 2007,-,n.d.
Puerto Chico,2007-11-01,Noviembre 2007,-,n.d.
Puerto Chico,2007-10-01,Octubre 2007,-,n.d.
Puerto Chico,2007-09-01,Septiembre 2007,-,n.d.
Puerto Chico,2007-08-01,Agosto 2007,-,n.d.
Puerto Chico,2007-07-01,Julio 2007,-,n.d.
Puerto Chico,2007-06-01,Junio 2007,-,n.d.
Puerto Chico,2007-05-01,Mayo 2007,-,n.d.
Puerto Chico,2007-04-01,Abril 2007,-,n.d.
Puerto Chico,2007-03-01,Marzo 2007,-,n.d.
Puerto Chico,2007-02-01,Febrero 2007,-,n.d.
Puerto Chico,2007-01-01,Enero 2007,-,n.d.
Puerto Chico,2006-12-01,Diciembre 2006,-,n.d.
Puerto Chico,2006-11-01,Noviembre 2006,-,n.d.
Puerto Chico,2006-10-01,Octubre 2006,-,n.d.
Puerto Chico,2006-09-01,Septiembre 2006,-,n.d.
Puerto Chico,2006-08-01,Agosto 2006,-,n.d.
Puerto Chico,2006-07-01,Julio 2006,-,n.d.
Puerto Chico,2006-06-01,Junio 2006,-,n.d.
Puerto Chico,2006-05-01,Mayo 2006,-,n.d.
Puerto Chico,2006-04-01,Abril 2006,-,n.d.
Puerto Chico,2006-03-01,Marzo 2006,-,n.d.
Puerto Chico,2006-02-01,Febrero 2006,-,n.d.
Puerto Chico,2006-01-01,Enero 2006,-,n.d.
Valdenoja - La Pereda,2025-10-01,Octubre 2025,3712.95,3.713 €/m2
Valdenoja - La Pereda,2025-09-01,Septiembre 2025,3489.17,3.489 €/m2
Valdenoja - La Pereda,2025-08-01,Agosto 2025,3514.39,3.514 €/m2
Valdenoja - La Pereda,2025-07-01,Julio 2025,3507.19,3.507 €/m2
Valdenoja - La Pereda,2025-06-01,Junio 2025,3380.87,3.381 €/m2
Valdenoja - La Pereda,2025-05-01,Mayo 2025,3308.83,3.309 €/m2
Valdenoja - La Pereda,2025-04-01,Abril 2025,3162.59,3.163 €/m2
Valdenoja - La Pereda,2025-03-01,Marzo 2025,3233.65,3.234 €/m2
Valdenoja - La Pereda,2025-02-01,Febrero 2025,3272.57,3.273 €/m2
Valdenoja - La Pereda,2025-01-01,Enero 2025,3254.31,3.254 €/m2
Valdenoja - La Pereda,2024-12-01,Diciembre 2024,3245.83,3.246 €/m2
Valdenoja - La Pereda,2024-11-01,Noviembre 2024,3320.67,3.321 €/m2
Valdenoja - La Pereda,2024-10-01,Octubre 2024,3413.93,3.414 €/m2
Valdenoja - La Pereda,2024-09-01,Septiembre 2024,3384.59,3.385 €/m2
Valdenoja - La Pereda,2024-08-01,Agosto 2024,3391.01,3.391 €/m2
Valdenoja - La Pereda,2024-07-01,Julio 2024,3309.01,3.309 €/m2
Valdenoja - La Pereda,2024-06-01,Junio 2024,3193.37,3.193 €/m2
Valdenoja - La Pereda,2024-05-01,Mayo 2024,3267.64,3.268 €/m2
Valdenoja - La Pereda,2024-04-01,Abril 2024,3311.67,3.312 €/m2
Valdenoja - La Pereda,2024-03-01,Marzo 2024,3169.91,3.170 €/m2
Valdenoja - La Pereda,2024-02-01,Febrero 2024,3163.81,3.164 €/m2
Valdenoja - La Pereda,2024-01-01,Enero 2024,3150.14,3.150 €/m2
Valdenoja - La Pereda,2023-12-01,Diciembre 2023,3171.62,3.172 €/m2
Valdenoja - La Pereda,2023-11-01,Noviembre 2023,3090.74,3.091 €/m2
Valdenoja - La Pereda,2023-10-01,Octubre 2023,3145.93,3.146 €/m2
Valdenoja - La Pereda,2023-09-01,Septiembre 2023,3205.16,3.205 €/m2
Valdenoja - La Pereda,2023-08-01,Agosto 2023,3186,3.186 €/m2
Valdenoja - La Pereda,2023-07-01,Julio 2023,3120.01,3.120 €/m2
Valdenoja - La Pereda,2023-06-01,Junio 2023,3143.36,3.143 €/m2
Valdenoja - La Pereda,2023-05-01,Mayo 2023,3069.77,3.070 €/m2
Valdenoja - La Pereda,2023-04-01,Abril 2023,3104.69,3.105 €/m2
Valdenoja - La Pereda,2023-03-01,Marzo 2023,3112.69,3.113 €/m2
Valdenoja - La Pereda,2023-02-01,Febrero 2023,3109.75,3.110 €/m2
Valdenoja - La Pereda,2023-01-01,Enero 2023,3111.89,3.112 €/m2
Valdenoja - La Pereda,2022-12-01,Diciembre 2022,3141.25,3.141 €/m2
Valdenoja - La Pereda,2022-11-01,Noviembre 2022,3097.51,3.098 €/m2
Valdenoja - La Pereda,2022-10-01,Octubre 2022,3027.92,3.028 €/m2
Valdenoja - La Pereda,2022-09-01,Septiembre 2022,3019.75,3.020 €/m2
Valdenoja - La Pereda,2022-08-01,Agosto 2022,3033.78,3.034 €/m2
Valdenoja - La Pereda,2022-07-01,Julio 2022,3019.39,3.019 €/m2
Valdenoja - La Pereda,2022-06-01,Junio 2022,3008.89,3.009 €/m2
Valdenoja - La Pereda,2022-05-01,Mayo 2022,2960.75,2.961 €/m2
Valdenoja - La Pereda,2022-04-01,Abril 2022,2938.57,2.939 €/m2
Valdenoja - La Pereda,2022-03-01,Marzo 2022,2959.68,2.960 €/m2
Valdenoja - La Pereda,2022-02-01,Febrero 2022,2987.18,2.987 €/m2
Valdenoja - La Pereda,2022-01-01,Enero 2022,2866.15,2.866 €/m2
Valdenoja - La Pereda,2021-12-01,Diciembre 2021,2837.52,2.838 €/m2
Valdenoja - La Pereda,2021-11-01,Noviembre 2021,2903.95,2.904 €/m2
Valdenoja - La Pereda,2021-10-01,Octubre 2021,2935.96,2.936 €/m2
Valdenoja - La Pereda,2021-09-01,Septiembre 2021,2913.18,2.913 €/m2
Valdenoja - La Pereda,2021-08-01,Agosto 2021,2853.53,2.854 €/m2
Valdenoja - La Pereda,2021-07-01,Julio 2021,2839.15,2.839 €/m2
Valdenoja - La Pereda,2021-06-01,Junio 2021,2796.25,2.796 €/m2
Valdenoja - La Pereda,2021-05-01,Mayo 2021,2774.68,2.775 €/m2
Valdenoja - La Pereda,2021-04-01,Abril 2021,2713.46,2.713 €/m2
Valdenoja - La Pereda,2021-03-01,Marzo 2021,2656.25,2.656 €/m2
Valdenoja - La Pereda,2021-02-01,Febrero 2021,2613.72,2.614 €/m2
Valdenoja - La Pereda,2021-01-01,Enero 2021,2579.72,2.580 €/m2
Valdenoja - La Pereda,2020-12-01,Diciembre 2020,2579.02,2.579 €/m2
Valdenoja - La Pereda,2020-11-01,Noviembre 2020,2619.95,2.620 €/m2
Valdenoja - La Pereda,2020-10-01,Octubre 2020,2603.06,2.603 €/m2
Valdenoja - La Pereda,2020-09-01,Septiembre 2020,2582.83,2.583 €/m2
Valdenoja - La Pereda,2020-08-01,Agosto 2020,2609.4,2.609 €/m2
Valdenoja - La Pereda,2020-07-01,Julio 2020,2670.33,2.670 €/m2
Valdenoja - La Pereda,2020-06-01,Junio 2020,2632.82,2.633 €/m2
Valdenoja - La Pereda,2020-05-01,Mayo 2020,2613.82,2.614 €/m2
Valdenoja - La Pereda,2020-04-01,Abril 2020,2643.99,2.644 €/m2
Valdenoja - La Pereda,2020-03-01,Marzo 2020,2642.23,2.642 €/m2
Valdenoja - La Pereda,2020-02-01,Febrero 2020,2646.08,2.646 €/m2
Valdenoja - La Pereda,2020-01-01,Enero 2020,2644.68,2.645 €/m2
Valdenoja - La Pereda,2019-12-01,Diciembre 2019,2636.89,2.637 €/m2
Valdenoja - La Pereda,2019-11-01,Noviembre 2019,2644.47,2.644 €/m2
Valdenoja - La Pereda,2019-10-01,Octubre 2019,2614.95,2.615 €/m2
Valdenoja - La Pereda,2019-09-01,Septiembre 2019,2562.51,2.563 €/m2
Valdenoja - La Pereda,2019-08-01,Agosto 2019,2558.85,2.559 €/m2
Valdenoja - La Pereda,2019-07-01,Julio 2019,2566.17,2.566 €/m2
Valdenoja - La Pereda,2019-06-01,Junio 2019,2573.98,2.574 €/m2
Valdenoja - La Pereda,2019-05-01,Mayo 2019,2589.54,2.590 €/m2
Valdenoja - La Pereda,2019-04-01,Abril 2019,2619.03,2.619 €/m2
Valdenoja - La Pereda,2019-03-01,Marzo 2019,2620.57,2.621 €/m2
Valdenoja - La Pereda,2019-02-01,Febrero 2019,2604.72,2.605 €/m2
Valdenoja - La Pereda,2019-01-01,Enero 2019,2580.21,2.580 €/m2
Valdenoja - La Pereda,2018-12-01,Diciembre 2018,2600.61,2.601 €/m2
Valdenoja - La Pereda,2018-11-01,Noviembre 2018,2588.82,2.589 €/m2
Valdenoja - La Pereda,2018-10-01,Octubre 2018,2590.59,2.591 €/m2
Valdenoja - La Pereda,2018-09-01,Septiembre 2018,2536.83,2.537 €/m2
Valdenoja - La Pereda,2018-08-01,Agosto 2018,2524.03,2.524 €/m2
Valdenoja - La Pereda,2018-07-01,Julio 2018,2470.52,2.471 €/m2
Valdenoja - La Pereda,2018-06-01,Junio 2018,2488.31,2.488 €/m2
Valdenoja - La Pereda,2018-05-01,Mayo 2018,2479.53,2.480 €/m2
Valdenoja - La Pereda,2018-04-01,Abril 2018,2525.12,2.525 €/m2
Valdenoja - La Pereda,2018-03-01,Marzo 2018,2510.62,2.511 €/m2
Valdenoja - La Pereda,2018-02-01,Febrero 2018,2529.09,2.529 €/m2
Valdenoja - La Pereda,2018-01-01,Enero 2018,2549.54,2.550 €/m2
Valdenoja - La Pereda,2017-12-01,Diciembre 2017,2560.81,2.561 €/m2
Valdenoja - La Pereda,2017-11-01,Noviembre 2017,2578.59,2.579 €/m2
Valdenoja - La Pereda,2017-10-01,Octubre 2017,2598.78,2.599 €/m2
Valdenoja - La Pereda,2017-09-01,Septiembre 2017,2575.76,2.576 €/m2
Valdenoja - La Pereda,2017-08-01,Agosto 2017,2517.39,2.517 €/m2
Valdenoja - La Pereda,2017-07-01,Julio 2017,2562.62,2.563 €/m2
Valdenoja - La Pereda,2017-06-01,Junio 2017,2571.51,2.572 €/m2
Valdenoja - La Pereda,2017-05-01,Mayo 2017,2538.85,2.539 €/m2
Valdenoja - La Pereda,2017-04-01,Abril 2017,2595.04,2.595 €/m2
Valdenoja - La Pereda,2017-03-01,Marzo 2017,2607.63,2.608 €/m2
Valdenoja - La Pereda,2017-02-01,Febrero 2017,2582.72,2.583 €/m2
Valdenoja - La Pereda,2017-01-01,Enero 2017,2543.66,2.544 €/m2
Valdenoja - La Pereda,2016-12-01,Diciembre 2016,2522.98,2.523 €/m2
Valdenoja - La Pereda,2016-11-01,Noviembre 2016,2517.12,2.517 €/m2
Valdenoja - La Pereda,2016-10-01,Octubre 2016,2536.1,2.536 €/m2
Valdenoja - La Pereda,2016-09-01,Septiembre 2016,2544.2,2.544 €/m2
Valdenoja - La Pereda,2016-08-01,Agosto 2016,2508.32,2.508 €/m2
Valdenoja - La Pereda,2016-07-01,Julio 2016,2516.38,2.516 €/m2
Valdenoja - La Pereda,2016-06-01,Junio 2016,2525.62,2.526 €/m2
Valdenoja - La Pereda,2016-05-01,Mayo 2016,2481.52,2.482 €/m2
Valdenoja - La Pereda,2016-04-01,Abril 2016,2491.87,2.492 €/m2
Valdenoja - La Pereda,2016-03-01,Marzo 2016,2518.1,2.518 €/m2
Valdenoja - La Pereda,2016-02-01,Febrero 2016,2511.06,2.511 €/m2
Valdenoja - La Pereda,2016-01-01,Enero 2016,2539.02,2.539 €/m2
Valdenoja - La Pereda,2015-12-01,Diciembre 2015,2538.77,2.539 €/m2
Valdenoja - La Pereda,2015-11-01,Noviembre 2015,2511.23,2.511 €/m2
Valdenoja - La Pereda,2015-10-01,Octubre 2015,2507.82,2.508 €/m2
Valdenoja - La Pereda,2015-09-01,Septiembre 2015,2505.13,2.505 €/m2
